[2026-03-06T00:20:59.800Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:22:43.219Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:22:43.453Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:23:03.704Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:23:03.910Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:23:35.797Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:25:10.690Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:25:10.951Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:28:54.103Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:29:25.643Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:29:34.578Z] [INFO] Server running on port 3001
[2026-03-06T00:29:35.163Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:38:56.903Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:39:23.725Z] [INFO] Server running on port 3001
[2026-03-06T00:39:23.828Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:40:38.166Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:42:29.197Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:42:29.215Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:42:29.494Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:42:54.199Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:43:53.948Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:44:07.967Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:45:03.363Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:45:03.632Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:45:46.910Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:45:47.119Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:46:26.675Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:46:26.891Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:48:30.888Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T00:48:31.124Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T01:00:22.609Z] [INFO] Server running on port 3001
[2026-03-06T01:00:26.176Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T01:00:39.985Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T01:20:41.804Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
[2026-03-06T01:20:42.440Z] [WARN] SOCKET_AUTH_TOKEN not configured; Socket.IO auth is bypassed.
